wav_id,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
5f7833ffd338b948c4e68c50,아무리 시간이 지나도 좀처럼 오르지 않고 계속 손해를 보고 있어.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,44,male
5f783422111dfd48d40fd5bf,어. 그럴 생각이야. 충고 고마워.,sadness,happiness,1,happiness,1,sadness,1,sadness,1,neutral,0,44,male
5f783c3fd338b948c4e68c52,나 어제 자다가 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,1,disgust,1,surprise,1,44,male
5f783e3ef8fac448cc0a63cb,너무 놀라 다들 잠도 잘 못 잘 것 같아.,surprise,surprise,2,surprise,2,sadness,1,disgust,1,sadness,1,44,male
5f783e7ed338b948c4e68c55,어 아직까지는 다른 피해는 없었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,neutral,0,44,male
5f783f84111dfd48d40fd5c1,모르겠어. 왜 이렇게 지저분한 곰팡이가 잔뜩 나오는지.,angry,disgust,2,angry,2,sadness,1,disgust,1,sadness,2,44,male
5f7840139e04b149046cc0ce,그것도 해봤는데 없어지지 않아.,angry,disgust,2,angry,2,sadness,1,disgust,1,sadness,2,44,male
5f7844d3111dfd48d40fd5c3,어디선가 냄새가 나서 원인을 찾다가 쓰레기통인 것을 발견했어.,disgust,neutral,0,disgust,2,sadness,1,disgust,1,neutral,0,44,male
5f784524d338b948c4e68c5c,쓰레기통을 정리하면 될 것 같아.,disgust,neutral,0,disgust,2,sadness,1,disgust,1,sadness,1,44,male
5f7847799e04b149046cc0d3,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,happiness,1,44,male
5f7847add338b948c4e68c5d,어. 알았어. 고마워.,happiness,happiness,1,happiness,1,happiness,1,happiness,1,neutral,0,44,male
5f7847dfd338b948c4e68c5f,너 고마워. 참고할게.,happiness,happiness,1,happiness,1,happiness,1,happiness,1,happiness,1,44,male
5f784ca9d338b948c4e68c61,나 너무 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,44,male
5f784cbf9e04b149046cc0d5,요즘에 모든 일이 비대면으로 이루어지면서 외출할 일이 없어서 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,44,male
5f784d58d338b948c4e68c62,어떤 음악이 있는데?,sadness,neutral,0,sadness,1,sadness,1,sadness,1,neutral,0,44,male
5f7866ca111dfd48d40fd5c9,듣는 것 정말 좋지.,happiness,happiness,2,happiness,1,happiness,1,happiness,1,happiness,2,35,female
5f7866dbf8fac448cc0a63d5,너무 좋아.,happiness,happiness,2,happiness,1,happiness,1,happiness,1,happiness,2,35,female
5f7866fb9e04b149046cc0da,너무 고마워. 수고했어.,happiness,happiness,2,happiness,1,happiness,1,happiness,1,happiness,2,35,female
5f786b08111dfd48d40fd5d1,내일 친구랑 약속 있는데 뭘 먹어야될지 고민 중이야.,neutral,sadness,2,happiness,1,sadness,1,neutral,0,sadness,1,48,female
5f786b21111dfd48d40fd5d2,음식점이 정말 많은 강남역이야. 고민되겠지.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,sadness,1,48,female
5f786b43f8fac448cc0a63dd,양식이 좋은데 내 친군 뭘 좋아하는지 잘 모르겠어.,neutral,neutral,0,happiness,1,happiness,2,neutral,0,neutral,0,48,female
5f786b74d338b948c4e68c6c,정말 정말 고마워! 잘 먹고 잘 놀다 올게!,neutral,happiness,1,happiness,1,happiness,2,happiness,1,happiness,2,48,female
5f786bce9e04b149046cc0e7,나 드디어 프로젝트 끝냈어.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,neutral,0,48,female
5f786be49e04b149046cc0e8,그럼 한 달간 얼마나 고생했는지 알어?,happiness,sadness,2,happiness,2,sadness,1,happiness,1,sadness,1,48,female
5f786bf9111dfd48d40fd5d3,알았어. 신나는 음악 들으면서 스트레스 풀고 싶다.,happiness,neutral,0,angry,1,happiness,2,happiness,1,happiness,1,48,female
5f786c119e04b149046cc0e9,알았어. 친구들과 약속도 잡을 거야.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,happiness,1,48,female
5f786c29111dfd48d40fd5d4,알았어. 친구들과 만나서 여행 계획 세워볼게.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,neutral,0,48,female
5f786c76d338b948c4e68c72,나 너무 우울해!,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f786c889e04b149046cc0ea,코로나 때문에 회사가 재택 근무한대. ,sadness,sadness,2,sadness,2,sadness,2,angry,1,sadness,2,48,female
5f786c9fd338b948c4e68c73,맞아! 사람은 나가서 활동을 해야 하는데 집 안에만 있으니까 힘들어!,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f786cbaf8fac448cc0a63de,기분이 좋아지는 음악은 도대체 뭐야? 듣고싶다.,sadness,surprise,1,sadness,1,sadness,1,neutral,0,neutral,0,48,female
5f786cd2111dfd48d40fd5d5,나 영화부터 찾아줘. 영화 너무 보고싶어.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,48,female
5f786dae9e04b149046cc0ed,"아니, 다들 왜들 그러는지 이해가 안 가.",angry,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
5f786dbe9e04b149046cc0ee,유튜버들이 죄다 뒷광고하고 있었대.,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
5f786dd2111dfd48d40fd5dc,그럼. 거기다 제품 산 사람들이 많대.,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
5f786dea111dfd48d40fd5dd,사과를 제대로 하는 사람은 없었어.,angry,disgust,2,angry,2,sadness,2,angry,1,sadness,2,48,female
5f786e02f8fac448cc0a63e7,기분 전환용 영상이라는 건 뭐야?,angry,surprise,2,angry,1,sadness,1,angry,1,sadness,1,48,female
5f786e46111dfd48d40fd5e0,나 아무래도 혼자 갇힌 것 같아.,fear,fear,2,fear,2,fear,2,fear,1,fear,2,48,female
5f786e5af8fac448cc0a63ea,자고 일어났더니 주변이 다 물에 잠겨 있어.,fear,sadness,2,fear,2,sadness,2,fear,1,fear,2,48,female
5f786e739e04b149046cc0f0,나는 자면서 비가 그렇게 많이 오는 지 몰랐거든. 그리고 재난문자도 못봤어.,fear,sadness,2,fear,2,sadness,2,fear,1,sadness,2,48,female
5f786e8fd338b948c4e68c7c,우리 집 빼고 다 물에 잠겨 있어. 나갈 방도가 없어.,fear,sadness,2,fear,2,sadness,2,fear,1,sadness,2,48,female
5f786eacd338b948c4e68c7d,다행히 우리 집까지는 물이 오지 않았어. 그리고 난 괜찮아.,fear,neutral,0,fear,2,sadness,2,fear,1,neutral,0,48,female
5f786f02111dfd48d40fd5e4,헐! 나 이벤트에 당첨되었어.,happiness,surprise,2,happiness,2,happiness,2,surprise,1,happiness,2,48,female
5f786f149e04b149046cc0f3,유명한 인플루언서가 이번에 이벤트를 열었더라고.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,2,48,female
5f786f71f8fac448cc0a63ee,한 명 뽑는데 그게 내가 된 거야.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,2,48,female
5f786f88f8fac448cc0a63ef,당연히 마음에 들지 아주 비싼 향수거든.,happiness,happiness,2,happiness,2,happiness,2,happiness,1,happiness,2,48,female
5f78703bf8fac448cc0a63f5,내 휴가가 엉망이 되었어.,angry,disgust,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
5f78704d9e04b149046cc0f8,첫날부터 비가 오기 시작해.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
5f7870bad338b948c4e68c85,회사가 바빠서 1년만에 낸 휴가였어.,angry,sadness,2,angry,1,sadness,2,sadness,1,sadness,2,48,female
5f7870d69e04b149046cc0fb,알았어. 난 영화 보기로 할게.,angry,neutral,0,happiness,1,sadness,1,sadness,1,sadness,2,48,female
5f787167d338b948c4e68c8a,해피 산책시키다가 정말 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,fear,1,fear,2,48,female
5f78717bd338b948c4e68c8b,멀쩡하던 해피 목줄이 갑자기 끊어져버린거야.,surprise,neutral,0,surprise,2,surprise,2,disgust,1,sadness,2,48,female
5f7871969e04b149046cc0fd,다치진 않았어. 옆에 지나가던 아저씨가 잡아주셨거든.,surprise,neutral,0,surprise,2,sadness,1,neutral,0,sadness,1,48,female
5f7871ae111dfd48d40fd5f6,다행히 사람들이 없는 도로였어.,surprise,neutral,0,surprise,1,sadness,1,disgust,1,sadness,1,48,female
5f7871c7f8fac448cc0a63fc,지금은 많이 진정 됐지. 하지만 또 그럴까 봐 걱정 돼.,surprise,sadness,2,fear,1,sadness,2,neutral,0,sadness,2,48,female
5f787214f8fac448cc0a6400,축하해줘. 기분 좋은 일이 있었어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,sadness,1,48,female
5f78722ad338b948c4e68c8c,이번에 참가한 마라톤 대회에서 내 기록이 엄청 좋아졌어!,happiness,happiness,2,happiness,2,happiness,1,happiness,1,surprise,1,48,female
5f787244d338b948c4e68c8d,처럼 잘 달리진 않아. 일반인 중에서 잘 달린 거지.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,48,female
5f78725e111dfd48d40fd5fc,하는 순간 힘든 게 싹 사라지더라고.,happiness,happiness,2,happiness,2,happiness,2,happiness,1,sadness,1,48,female
5f787275d338b948c4e68c8f,맞아 나도 있어. 같이 운동하고 같이 대회 출전해.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,neutral,0,48,female
5f787302f8fac448cc0a6404,나 요즘 주식 하고 있어.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,48,female
5f7873169e04b149046cc0ff,친구가 같이 하자고 전화가 왔었어.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,48,female
5f78732f9e04b149046cc100,내가 들고 있는 건 바이오 주식이야. 주식 자체론 괜찮아.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,2,48,female
5f78734ad338b948c4e68c91,처음 샀을 때보다 많이 빠졌어! ,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f787362111dfd48d40fd604,지금은 팔지 못해. 손해가 심하거든.,sadness,sadness,2,sadness,1,sadness,2,sadness,1,sadness,2,48,female
5f7873b49e04b149046cc104,나 잠자다가 정말 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,disgust,1,surprise,2,48,female
5f7873c7f8fac448cc0a6406,지금은 많이 괜찮아졌어. 하지만 정말 폭탄이 터지는 소리가 나서 얼마나 놀랐는지 몰라.,surprise,fear,2,surprise,2,sadness,2,disgust,1,sadness,2,48,female
5f7873e49e04b149046cc105,천둥소리였어. 내가 폭탄소리로 들은거야.,surprise,neutral,0,surprise,2,sadness,2,disgust,1,sadness,2,48,female
5f7873fe9e04b149046cc106,많이 좋아졌지! 하지만 또 천둥 칠까봐 무서워!,surprise,fear,2,fear,1,sadness,1,fear,1,fear,1,48,female
5f78746ff8fac448cc0a640b,해도 곰팡이가 사라지질 않아.,angry,sadness,2,angry,2,sadness,2,disgust,1,angry,1,48,female
5f787488d338b948c4e68c97,이 집 화장실엔 환기구가 없어!,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
5f7874a1111dfd48d40fd609,그래서 그런가 하루종일 화장실 청소만 하는 기분이야.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
5f7874b8f8fac448cc0a640c,곰팡이 제거제가 그렇게 효과가 있을까?,angry,surprise,2,angry,1,sadness,1,disgust,1,sadness,1,48,female
5f787514d338b948c4e68c98,그렇다면 한 번 사용해보고 싶어.,angry,neutral,0,angry,1,sadness,1,neutral,0,neutral,0,48,female
5f787560111dfd48d40fd612,나 오늘 짭새가 몰려 왔길래 궁금해서 구경 갔다왔어.,neutral,neutral,0,fear,1,angry,1,neutral,0,surprise,1,48,female
5f787579d338b948c4e68c9a,짜증나게 우산을 짭새 쫓아갔다가 놓고 왔어.,neutral,disgust,2,angry,1,angry,2,disgust,1,angry,1,48,female
5f7875929e04b149046cc10b,환절기라 비염이 좀 심해지긴 했어.,neutral,neutral,0,angry,1,sadness,2,disgust,1,sadness,1,48,female
5f7875dbf8fac448cc0a6411,나 오늘 짭새가 몰려 와서 궁금해서 구경 갔다왔어!,neutral,neutral,0,fear,1,angry,1,neutral,0,angry,1,48,female
5f7875f2d338b948c4e68ca0,근처 가자마자 바리케이드를 치더라고!,neutral,disgust,2,fear,1,angry,2,neutral,0,angry,2,48,female
5f787607f8fac448cc0a6412,잘 못봤어. 하지만 그렇게 심각한 분위기는 아니었어!,neutral,neutral,0,fear,1,angry,1,neutral,0,neutral,0,48,female
5f7876679e04b149046cc10e,내가 쓰레기를 제때 버리지 않아서 그래.,disgust,disgust,2,disgust,1,sadness,2,disgust,1,sadness,2,48,female
5f7876c2111dfd48d40fd618,알았어. 바로 묶어서 버릴게.,disgust,neutral,0,disgust,1,sadness,2,disgust,1,sadness,2,48,female
5f7876d6d338b948c4e68ca4,방향제 뿌리면 냄새가 더 독해지지 않을까?,disgust,neutral,0,disgust,1,sadness,2,disgust,1,sadness,1,48,female
5f7876ee111dfd48d40fd619,그러니깐. 다음부턴 조심해야 되겠어.,disgust,neutral,0,disgust,1,sadness,2,disgust,1,sadness,1,48,female
5f78773cd338b948c4e68ca8,드디어 구매한 노트북이 오늘 왔어.,happiness,happiness,1,happiness,1,happiness,2,happiness,1,neutral,0,48,female
5f7877509e04b149046cc110,비싼 건 못 샀어. 알바비를 모았거든.,happiness,sadness,1,happiness,1,sadness,1,happiness,1,sadness,1,48,female
5f787768d338b948c4e68ca9,알았어. 지금에라도 사용설명서 보고 살펴볼게.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,sadness,1,48,female
5f78777fd338b948c4e68caa,노래랑 영화 다운 받을 거야.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,48,female
5f7877f1d338b948c4e68cad,아니 상사 새끼는 집에 안 가고 내 옆에 붙어서 지랄이지?,angry,angry,2,angry,2,angry,2,angry,1,angry,2,48,female
5f78780af8fac448cc0a6417,그런 새끼는 욕 먹으려고 저러는 거니까 욕해줘도 돼.,angry,angry,2,angry,2,angry,2,angry,1,angry,2,48,female
5f787822d338b948c4e68cae,저 상사 새끼를 잊어버릴 많아 노래를 부탁해.,angry,angry,2,angry,2,angry,2,angry,1,angry,1,48,female
5f78786ad338b948c4e68cb1,오늘 짭새가 몰려 와서 구경 갔다왔어.,neutral,neutral,0,fear,1,angry,2,neutral,0,neutral,0,48,female
5f787883d338b948c4e68cb2,그래서 구경 갔다가 바리케이트를 치더라고.,neutral,neutral,0,fear,1,angry,2,disgust,1,neutral,0,48,female
5f788ce79e04b149046cc114,내일 친구를 만나기로 했는데 뭘 먹을지 모르겠어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
5f788d019e04b149046cc115,친구랑 강남역에서 만나기로 했어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
5f788d1f9e04b149046cc116,오랜만에 친구랑 양식을 먹고 싶어.,neutral,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f788d38f8fac448cc0a6418,에피타이저부터 푸짐하게 주는 집 정말 좋아.,neutral,happiness,2,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f788d5ad338b948c4e68cb3,너가 추천한 곳이니까 믿고 가서 친구랑 먹고 올게. 고마워.,neutral,happiness,2,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f788dbed338b948c4e68cb6,ㅏ 드디어 프로젝트가 끝났어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
5f788dd6d338b948c4e68cb7,최종 발표를 마쳤으니까 이제 완전히 끝난거야.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,happiness,1,46,female
5f788e09d338b948c4e68cb8,한 달 동안 친구들을 못 만났는데 친구를 만날 계획을 세워봐야겠어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,46,female
5f788e2ed338b948c4e68cb9,오랜만에 여행을 다녀오는 것도 의미가 있을 것 같아.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,46,female
5f788e93f8fac448cc0a641b,너무 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f788ea6111dfd48d40fd61c,코로나로 인해서 재택근무를 시작하면서 집안에만 있으니까 마음이 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f788ee1111dfd48d40fd61e,마음이 우울할 땐 음악을 듣는 게 제일 좋을 것 같아.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,neutral,0,46,female
5f788f069e04b149046cc117,내 마음을 달래주기 위해서 너가 노력하니까 기분이 좀 나아졌어.,sadness,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
5f788f9bd338b948c4e68cbd,내가 좋아하는 유튜버가 뒷광고를 했다고 사과하는 영상을 올렸어.,angry,disgust,2,angry,2,angry,1,angry,1,sadness,1,46,female
5f788fb7d338b948c4e68cbe,믿었던 유튜버인데 뒷광고를 했다고 하니까 너무 배신감이 느껴져.,angry,disgust,2,angry,2,angry,1,angry,1,angry,2,46,female
5f7890389e04b149046cc119,사과영상을 봤는데 자기 변명만 하고 있어서 더 화가 났어.,angry,disgust,2,angry,2,angry,1,angry,1,angry,2,46,female
5f789059111dfd48d40fd61f,"너무 화가 나고 어이가 없는데, 내 기분을 전환해줄 수 있는 영상이 있어?",angry,surprise,2,angry,1,sadness,1,angry,1,angry,1,46,female
5f7890b19e04b149046cc11c,헐! 나 이벤트에 당첨되었어! ,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
5f7890c7d338b948c4e68cbf,"내가 좋아하는 인플루언서가 좋아하는 이벤트가 있었는데, 거기에 당첨되었어.",happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
5f789136f8fac448cc0a641d,주변 사람들한테 이벤트에 당첨돼서 선물을 받았다고 이야기 했어.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,46,female
5f789188f8fac448cc0a6420,나 갇히게 된 거 같아.,fear,fear,2,fear,2,fear,1,fear,1,fear,2,46,female
5f81cc8ed338b948c4e69127,나 너무 우울해. ,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f81cca0f8fac448cc0a68d3,코로나로 인해서 재택근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f81ccbbd338b948c4e69128,모든 일이 비대면으로 이루어지다보니까 외출할 일이 없어서 그런지 몸이 쳐지고 기운도 없어.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f81ccd8d338b948c4e69129,기분이 좋아질만한 음악이 있어? 나 듣고 싶어!,sadness,surprise,2,sadness,1,sadness,1,sadness,1,sadness,2,46,female
5f81d6b2111dfd48d40fdaa5,그러니까 먹다가 토할 뻔 했다니까! 어쩜 그렇게 무책임하지?,disgust,disgust,2,disgust,2,disgust,2,angry,1,angry,2,48,female
5f81d6c4d338b948c4e6912b,정말? 왜 그렇게 해야돼? 사진 찍을까?,disgust,surprise,2,angry,1,surprise,2,angry,1,surprise,2,48,female
5f81d6da111dfd48d40fdaa6,정말 그렇게 한번 해봐야 되겠어. 너무 사람들이 무책임하게 음식을 만드는 것 같애.,disgust,disgust,2,angry,2,angry,2,angry,1,angry,2,48,female
5f81d6f2d338b948c4e6912c,알았어. 사진까지 첨부해서 한 번 전화 해볼게.,disgust,neutral,0,angry,1,angry,2,angry,1,angry,2,48,female
5f81d73af8fac448cc0a68d6,나 프로젝트 드디어 끝냈어!,happiness,happiness,2,happiness,2,happiness,2,happiness,1,happiness,1,48,female
5f81d74af8fac448cc0a68d7,맞아 완전히 끝난거야. 내가 한 달간 얼마나 고생했는데.,happiness,happiness,2,happiness,2,sadness,1,happiness,1,sadness,2,48,female
5f81d75fd338b948c4e6912d,나 신나는 음악 듣고 스트레스 풀고 싶어.,happiness,neutral,0,angry,1,sadness,1,happiness,1,sadness,1,48,female
5f81d7739e04b149046cc59b,맞아. 나 친구도 만나고 싶어.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,sadness,2,48,female
5f81d788f8fac448cc0a68da,알았어. 친구들이랑 만나서 여행 계획을 한 번 세워볼게.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,neutral,0,48,female
5f81d7e3111dfd48d40fdab0,코로나 때문에 회사가 재택근무 한대.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,angry,2,48,female
5f81d7f69e04b149046cc59c,맞아 요즘 몸이 너무 힘들고 지쳐! 나 밖에 나가서 활동하고 싶어!,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f81d80bf8fac448cc0a68e0,나도 그런 음악 듣고 기분 좀 좋아졌으면 좋겠다.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,2,48,female
5f81d81f9e04b149046cc59d,영화까지 찾아주면 난 정말 고마울 것 같아.,sadness,neutral,0,happiness,1,happiness,1,sadness,1,sadness,2,48,female
5f81d895111dfd48d40fdab7,나 아무래도 혼자 집에 갇힌 것 같아.,fear,fear,2,fear,2,sadness,2,fear,1,fear,2,48,female
5f81d8a5d338b948c4e69131,자고 일어났더니 우리 집 빼고 주변이 다 물바다가 되어있어.,fear,sadness,2,fear,2,sadness,2,fear,1,fear,2,48,female
5f81d8fa111dfd48d40fdabd,자는 동안에 그렇게 많은 비가 올지 몰랐지. 난 대피 문자도 못 받아서 피하지도 못했어.,fear,sadness,2,fear,2,sadness,2,fear,1,fear,2,48,female
5f81d913111dfd48d40fdabe,당연히 무섭지! 왜 안 무섭겠어!,fear,fear,2,fear,2,sadness,2,fear,1,fear,2,48,female
5f81d926f8fac448cc0a68e3,"당황스럽게도, 정말 몸은 멀쩡해.",fear,surprise,2,fear,1,sadness,2,neutral,0,neutral,0,48,female
5f81d96b9e04b149046cc5a3,헐! 나 이벤트에 당첨 되었어.,happiness,happiness,2,happiness,2,happiness,2,surprise,2,surprise,2,48,female
5f81d97ad338b948c4e69134,유명한 인플루언서가 이벤트를 했더라고.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,neutral,0,48,female
5f81d99ed338b948c4e69135,당연히 선물이 마음에 들었으니까 이벤트에 신청했지.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,angry,1,48,female
5f81d9b3d338b948c4e69136,알았어. 향수가 오면 제일 먼저 보여줄게.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,neutral,0,48,female
5f81d9f4111dfd48d40fdac6,아니 오늘 해피랑 산책하다 정말 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,disgust,1,surprise,2,48,female
5f81da04f8fac448cc0a68e6,멀쩡하던 목줄이 끊어져버린 거야.,surprise,surprise,2,surprise,2,surprise,2,disgust,1,angry,2,48,female
5f81da14f8fac448cc0a68e7,다행히 다치거나 무슨 일이 생기진 않았어. 지나가는 아저씨가 잡아주셨거든.,surprise,neutral,0,surprise,1,sadness,2,neutral,0,neutral,0,48,female
5f81da2a111dfd48d40fdac9,다행히 주변에 사람들도 별로 없었어.,surprise,neutral,0,surprise,1,sadness,2,neutral,0,neutral,0,48,female
5f81da98d338b948c4e6913a,나 축하해줘! 기분 좋은 일이 있었어.,happiness,happiness,2,happiness,2,happiness,2,happiness,1,surprise,2,48,female
5f81daa9d338b948c4e6913b,이번에 마라톤 대회 출전했잖아. 그런데 내 기록이 엄청 좋아졌어.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,surprise,2,48,female
5f81dabd111dfd48d40fdacc,난 일반인인데 선수랑 비교하면 안되지.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,angry,2,48,female
5f81dad19e04b149046cc5ab,맞아. 뛰는 동안 정말 힘들었는데 결승선을 통과하는 순간 힘든 게 싹 사라지더라.,happiness,happiness,2,happiness,2,happiness,2,happiness,1,happiness,1,48,female
5f81dae99e04b149046cc5ac,그럼. 같이 뛰고 같이 마라톤 신청하는 크루들이 있지.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,neutral,0,48,female
5f81db33f8fac448cc0a68f0,나 요즘 주식을 시작했어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,2,48,female
5f81db58111dfd48d40fdad3,이번에 BTS 소속사가 상장을 했잖아. 그거 샀어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,2,48,female
5f81db6bf8fac448cc0a68f2,처음 살 때보다 많이 빠졌어.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f81db7f9e04b149046cc5b1,나도 당장 팔 수 없어.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
5f81dbcc9e04b149046cc5b4,화장실은 청소를 해도 곰팡이가 사라지질 않네.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
5f81dbe19e04b149046cc5b5,맞아. 우리 집 화장실은 환기구가 없어.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
5f81dbf3f8fac448cc0a68f4,그래서 그런가 하루종일 화장실 청소만 하는 것 같아.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
5f81dc05f8fac448cc0a68f7,곰팡이 제거제가 과연 효과가 있어?,angry,surprise,2,angry,1,sadness,2,disgust,1,surprise,1,48,female
5f81dc1b9e04b149046cc5b7,그렇게 좋다면 당장에 사야지.,angry,neutral,0,angry,1,sadness,2,neutral,0,neutral,0,48,female
5f81dc65111dfd48d40fdade,쓰레기통에서 역겨운 냄새가 나기 시작했어!,disgust,disgust,2,disgust,2,disgust,2,disgust,1,disgust,2,48,female
5f81dc74111dfd48d40fdadf,내가 쓰레기통을 제때 비우지 않아서 그럴 거야.,disgust,neutral,0,disgust,1,sadness,2,disgust,1,sadness,2,48,female
5f81dc999e04b149046cc5b8,방향제로 처리하면 냄새가 없어질까?,disgust,surprise,2,disgust,1,disgust,1,disgust,1,sadness,2,48,female
5f81dcac9e04b149046cc5b9,다음부턴 조심해야되겠어.,disgust,neutral,0,sadness,1,sadness,2,disgust,1,sadness,2,48,female
5f8254c9f8fac448cc0a690c,그러니까 진짜 깜짝놀랬어.,disgust,surprise,2,surprise,2,sadness,2,disgust,1,surprise,2,35,female
5f8255019e04b149046cc5c3,"그래. 그렇겠지, 아마도? 빨리 연락해봐야지.",disgust,neutral,0,sadness,1,sadness,2,disgust,1,neutral,0,35,female
5f8255539e04b149046cc5c6,나 드디어 프로젝트 끝났어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,neutral,0,35,female
5f825564f8fac448cc0a690e,이제 완전히 끝났어!,happiness,neutral,0,happiness,2,happiness,1,happiness,1,neutral,0,35,female
5f8256f7d338b948c4e6914c,어 그것도 너무 좋을 것 같아.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,35,female
5f82577f9e04b149046cc5c9,나 너무 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,35,female
5f8257bb9e04b149046cc5ca,들어볼까 그럼?,sadness,neutral,0,happiness,1,sadness,1,sadness,1,sadness,1,35,female
5f8258369e04b149046cc5ce,나 갇힌 것 같아.,fear,fear,2,fear,2,sadness,1,fear,1,fear,2,35,female
5f825889d338b948c4e6914e,무섭기도 하고. 나갈 수 없으니까.,fear,sadness,2,fear,1,sadness,1,fear,1,fear,1,35,female
